normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
project nomads,Project Nomads,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Project+Nomads&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
project snowblind,Project Snowblind,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Project+Snowblind&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
psychotoxic,Psychotoxic,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Psychotoxic&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
pteroglider,Pteroglider,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Pteroglider&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
pulleralarm,Pulleralarm,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Pulleralarm&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
punkte display,PUNKTE display,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=PUNKTE+display&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
punktelimit,Punktelimit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Punktelimit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
pure pinball,Pure Pinball,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Pure+Pinball&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
purpsi,Purpsi,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Purpsi&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
puzzle,Puzzle,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Puzzle&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
pwgen,PWGen,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=PWGen&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
pyro tycoon,Pyro Tycoon,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Pyro+Tycoon&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
quake 4v 1,Quake 4 v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Quake+4+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
quake 4v 1 04,Quake 4 v 1 04,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Quake+4+v+1+04&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
quake sdk,Quake SDK,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Quake+SDK&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
quake4v142,Quake4v142,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Quake4v142&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
quakev,Quakev,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Quakev&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
quarry,Quarry,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Quarry&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
r ckkehr zur insel,Rückkehr zur Insel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=R%C3%BCckkehr+zur+Insel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
race official wttcgame,Race Official WTTCGame,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Race+Official+WTTCGame&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
race the official wtccgame,Race The Official WTCCGame,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Race+The+Official+WTCCGame&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
race07 official wtcc,Race 07 Official WTCC Game,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Race+07+Official+WTCC+Game&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
race07 official wtccgame,Race07 Official WTCCGame,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Race07+Official+WTCCGame&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
racing simulation 2,Racing Simulation 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Racing+Simulation+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro,Radsport Manager Pro,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+Pro&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro le tourde france,Radsport Manager Pro Le Tourde France,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+Pro+Le+Tourde+France&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro le tourde francev,Radsport Manager Pro Le Tourde Francev,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+Pro+Le+Tourde+Francev&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro saison05 06,Radsport Manager Pro Saison 05 06,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+Pro+Saison+05+06&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro v 1 0 2,Radsport Manager Pro v 1 0 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+Pro+v+1+0+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro2007v 1 0 1,Radsport Manager Pro 2007 v 1 0 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+Pro+2007+v+1+0+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager pro2007v1010,Radsport Manager Pro2007v1010,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+Pro2007v1010&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager prov1020,Radsport Manager Prov1020,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+Prov1020&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
radsport manager2003 2004,Radsport Manager 2003 2004,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Radsport+Manager+2003+2004&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ragdoll kung fu,Ragdoll Kung Fu,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ragdoll+Kung+Fu&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rageclaw online,rageclaw online,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=rageclaw+online&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ragnarok,Ragnarok,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q2065635%7CQ54807236%7CQ7283178%7CQ54825736%7CQ170148%7CQ16246693%7CQ83962233&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
rail simulator,Rail Simulator,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rail+Simulator&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rail simulator upgrade mk1,Rail Simulator Upgrade Mk1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rail+Simulator+Upgrade+Mk1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
railroad pioneer,Railroad Pioneer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Railroad+Pioneer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
railroad tycoon 2,Railroad Tycoon 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Railroad+Tycoon+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rainbow six 4 lockdown,Rainbow Six 4 Lockdown,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rainbow+Six+4+Lockdown&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rainbow six covert ops e,Rainbow Six Covert Ops E,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rainbow+Six+Covert+Ops+E&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rainbow six lockdown,Rainbow Six Lockdown,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rainbow+Six+Lockdown&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rainbow six vegas 2v 1,Rainbow Six Vegas 2 v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rainbow+Six+Vegas+2+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rainbow six vegas2v103,Rainbow Six Vegas2v103,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rainbow+Six+Vegas2v103&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ramka niska,ramka niska,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=ramka+niska&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ramka wstanie,ramka wstanie,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=ramka+wstanie&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ramka wysoka,ramka wysoka,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=ramka+wysoka&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ramka wysoka po raz 2,ramka wysoka po raz 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=ramka+wysoka+po+raz+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ratatouille,Ratatouille,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ratatouille&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rayman hoodlum havoc,Rayman Hoodlum Havoc,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rayman+Hoodlum+Havoc&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rayman raving rabbids,Rayman Raving Rabbids,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rayman+Raving+Rabbids&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
razor gumpfs,Razor Gumpfs,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Razor+Gumpfs&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rc cars,RC Cars,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RC+Cars&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
redneck kentuckyandthe next generation chickens,Redneck Kentuckyandthe Next Generation Chickens,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Redneck+Kentuckyandthe+Next+Generation+Chickens&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reg cleaner,Reg Cleaner,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Reg+Cleaner&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
regnum online,Regnum Online,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Regnum+Online&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reise zum zentrum d,Reise zum Zentrum d,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Reise+zum+Zentrum+d&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
release camera,release camera,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=release+camera&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
renny claus,Renny Claus,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Renny+Claus&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
renny claus snow bomb battle,Renny Claus Snow Bomb Battle,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Renny+Claus+Snow+Bomb+Battle&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
renny claus weihnachts flipper,Renny Claus Weihnachts Flipper,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Renny+Claus+Weihnachts+Flipper&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
renny claus xmas hockey,Renny Claus XMas Hockey,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Renny+Claus+XMas+Hockey&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reprobates insel der verdammten,Reprobates Insel der Verdammten,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Reprobates+Insel+der+Verdammten&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reprobates insel der verdammten v 1 3,Reprobates Insel der Verdammten v 1 3,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Reprobates+Insel+der+Verdammten+v+1+3&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reprobates insel der verdammten v 2,Reprobates Insel der Verdammten v 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Reprobates+Insel+der+Verdammten+v+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reprobates inselder verdammten,Reprobates Inselder Verdammten,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Reprobates+Inselder+Verdammten&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reprobates inselder verdammtenv133,Reprobates Inselder Verdammtenv133,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Reprobates+Inselder+Verdammtenv133&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reprobates inselder verdammtenv214,Reprobates Inselder Verdammtenv214,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Reprobates+Inselder+Verdammtenv214&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
republic commando,Republic Commando,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Republic+Commando&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reserved for progress copy,reserved for progress copy,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=reserved+for+progress+copy&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reserved for status bar,reserved for status bar,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=reserved+for+status+bar&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
reserved for statusbar,reserved for statusbar,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=reserved+for+statusbar&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
resident evilv,Resident Evilv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Resident+Evilv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
restricted area,Restricted Area,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Restricted+Area&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
restricted area 1,Restricted Area 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Restricted+Area+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
restricted area v 1,Restricted Area v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Restricted+Area+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
retro ping,Retro Ping,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Retro+Ping&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rettunghelicopter112,Rettunghelicopter 112,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rettunghelicopter+112&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rf online,RF Online,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RF+Online&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
richard burns rally v 1,Richard Burns Rally v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Richard+Burns+Rally+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ridge racer 6,Ridge Racer 6,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ridge+Racer+6&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
right arrow,RIGHT ARROW,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RIGHT+ARROW&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rip 3 the last hero,RIP 3 The Last Hero,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RIP+3+The+Last+Hero&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rip3 the last hero,RIP3 The Last Hero,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RIP3+The+Last+Hero&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rise fall,Rise Fall,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rise+Fall&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rise fall civilizationsat war,Rise Fall Civilizationsat War,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rise+Fall+Civilizationsat+War&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rise fall civilizationsat warv,Rise Fall Civilizationsat Warv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rise+Fall+Civilizationsat+Warv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
riseof nations riseof legends,Riseof Nations Riseof Legends,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Riseof+Nations+Riseof+Legends&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rising kingdoms,Rising Kingdoms,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rising+Kingdoms&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rising kingdoms v 1,Rising Kingdoms v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rising+Kingdoms&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rival chess,Rival Chess,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rival+Chess&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
robert s passwort safe,Robert's Passwort Safe,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Robert%27s+Passwort+Safe&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
roberts passwort safe,Roberts Passwort Safe,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Roberts+Passwort+Safe&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
robo rumble,Robo Rumble,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Robo+Rumble&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rockstar gamesprsentiert tischtennis,Rockstar Gamesprsentiert Tischtennis,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rockstar+Gamesprsentiert+Tischtennis&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rocky balboa,Rocky Balboa,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rocky+Balboa&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
roller ball,Roller Ball,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Roller+Ball&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rollercoaster tycoon,Rollercoaster Tycoon,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rollercoaster+Tycoon&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rollercoaster tycoon 3,Rollercoaster Tycoon 3,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rollercoaster+Tycoon+3&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rollercoaster tycoon 3 wild,Rollercoaster Tycoon 3 Wild,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rollercoaster+Tycoon+3+Wild&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rollercoaster tycoon 3v 1,Rollercoaster Tycoon 3 v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rollercoaster+Tycoon+3+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
romance of the three kingdoms11,Romance of the Three Kingdoms 11,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Romance+of+the+Three+Kingdoms+11&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
romanceofthe three kingdoms,Romanceofthe Three Kingdoms,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Romanceofthe+Three+Kingdoms&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rome barbarian invasion,Rome Barbarian Invasion,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rome+Barbarian+Invasion&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rome total war alexander,Rome Total War Alexander,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rome+Total+War+Alexander&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rome total war barbarian invasion v,Rome Total War Barbarian Invasion v,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rome+Total+War+Barbarian+Invasion+v&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rome total war v 1,Rome Total War v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rome+Total+War+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rosso rabbitin trouble,Rosso Rabbitin Trouble,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rosso+Rabbitin+Trouble&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
roter baron herrscherder lfte,Roter Baron Herrscherder Lfte,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Roter+Baron+Herrscherder+Lfte&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rotlicht tycoonv,Rotlicht Tycoonv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rotlicht+Tycoonv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rpm tuning,RPM Tuning,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RPM+Tuning&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rtl racing team manager v 1,RTL Racing Team Manager v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RTL+Racing+Team+Manager+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rtl winter sports2008 the ultimate challenge,RTL Winter Sports 2008 The Ultimate Challenge,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RTL+Winter+Sports+2008+The+Ultimate+Challenge&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rtlbiathlon2008,RTLBiathlon2008,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RTLBiathlon2008&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rtlracing team manager,RTLRacing Team Manager,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RTLRacing+Team+Manager&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rtlracing team managerv104,RTLRacing Team Managerv104,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RTLRacing+Team+Managerv104&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rtlskispringen,RTLSkispringen,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RTLSkispringen&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rtlwinter sports2008 the ultimate challenge,RTLWinter Sports2008 The Ultimate Challenge,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=RTLWinter+Sports2008+The+Ultimate+Challenge&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rubiks clock,Rubiks Clock,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rubiks+Clock&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
runaway 2,Runaway 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Runaway+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
runaway the dream of the turtle,Runaway The Dream Of The Turtle,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Runaway+The+Dream+Of+The+Turtle&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
runaway the dreamofthe turtle,Runaway The Dreamofthe Turtle,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Runaway+The+Dreamofthe+Turtle&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rundenlimit,Rundenlimit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rundenlimit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rundenzeit,Rundenzeit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rundenzeit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
runesof magic,Runesof Magic,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Runesof+Magic&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
