normalized_title,representative_title,canonical_title,canonical_slug,match_status,match_confidence,match_method,override_applied,match_source,match_source_url
goldboxer,Goldboxer,,,unmatched,low,wikimedia,false,,
gooka,Gooka,Gooka,gooka,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Gooka
gotcha,Gotcha!,,,ambiguous,low,wikimedia,false,,
gothic,Gothic,,,ambiguous,low,wikimedia,false,,
gothic 3,Gothic 3,Gothic 3,gothic-3,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Gothic_3
gothicv,Gothicv,,,unmatched,low,wikimedia,false,,
grand theft auto,Grand Theft Auto,,,ambiguous,low,wikimedia,false,,
gratisaktion,Gratisaktion,,,unmatched,low,wikimedia,false,,
grayout grenade,grayout grenade,,,unmatched,low,wikimedia,false,,
grayout gun,grayout gun,,,unmatched,low,wikimedia,false,,
green,Green Game,,,unmatched,low,wikimedia,false,,
grenade name,grenade name,,,unmatched,low,wikimedia,false,,
ground control,Ground Control,,,ambiguous,low,wikimedia,false,,
gsrgerman street racing,GSRGerman Street Racing,,,unmatched,low,wikimedia,false,,
gt legends,GT Legends,GT Legends,gt-legends,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/GT_Legends
gta san andreas,GTA San Andreas,Grand Theft Auto: San Andreas,grand-theft-auto-san-andreas,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Grand_Theft_Auto%3A_San_Andreas
gta san andreas v 1,GTA San Andreas v 1,Grand Theft Auto: San Andreas,grand-theft-auto-san-andreas,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Grand_Theft_Auto%3A_San_Andreas
gtiracing,GTIRacing,,,unmatched,low,wikimedia,false,,
gtr fia gt racing,GTR FIA GT Racing Game,GTR – FIA GT Racing Game,gtr-fia-gt-racing-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/GTR_%E2%80%93_FIA_GT_Racing_Game
gtr fia gt racing 1,GTR Fia GT Racing Game 1,,,unmatched,low,wikimedia,false,,
gtrfiagtracing,GTRFIAGTRacing Game,,,unmatched,low,wikimedia,false,,
guild wars,Guild Wars,,,ambiguous,low,wikimedia,false,,
guild wars factions,Guild Wars Factions,,,ambiguous,low,wikimedia,false,,
guild wars nightfall,Guild Wars Nightfall,Guild Wars Nightfall,guild-wars-nightfall,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Guild_Wars_Nightfall
guinness world records2005,Guinness World Records 2005,,,ambiguous,low,wikimedia,false,,
gunship apocalypse,Gunship Apocalypse,,,unmatched,low,wikimedia,false,,
half life 2,Half Life 2,Half-Life 2,half-life-2,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Half-Life_2
half life episode one,Half Life Episode One,Half-Life 2: Episode One,half-life-2-episode-one,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Half-Life_2%3A_Episode_One
half life episode two,Half Life Episode Two,,,ambiguous,low,wikimedia,false,,
half life portal,Half Life Portal,,,unmatched,low,wikimedia,false,,
halo 2,Halo 2,Halo 2,halo-2,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Halo_2
halo kampf um die zukunft,Halo Kampf um die Zukunft,Halo: Kampf um die Zukunft,halo-kampf-um-die-zukunft,matched,high,wikimedia,false,wikipedia-de,https://de.wikipedia.org/wiki/Halo%3A_Kampf_um_die_Zukunft
hamburger weihnachtsreise,Hamburger Weihnachtsreise,,,unmatched,low,wikimedia,false,,
hammer und sichel,Hammer und Sichel,,,ambiguous,low,wikimedia,false,,
hank xs,Hank XS,,,unmatched,low,wikimedia,false,,
happy feet,Happy Feet,,,ambiguous,low,wikimedia,false,,
happy pingu,Happy Pingu,,,unmatched,low,wikimedia,false,,
harry potter bonusmaterial,Harry Potter Bonusmaterial,,,unmatched,low,wikimedia,false,,
harry potter u,Harry Potter u,,,ambiguous,low,wikimedia,false,,
haunted house,Haunted House,,,ambiguous,low,wikimedia,false,,
hdcleaner,HDCleaner,,,unmatched,low,wikimedia,false,,
health digit,health digit,,,ambiguous,low,wikimedia,false,,
heimspiel,Heimspiel,List of home video game consoles,list-of-home-video-game-consoles,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/List_of_home_video_game_consoles
heimspiel eishockeymanager,Heimspiel Eishockeymanager,,,unmatched,low,wikimedia,false,,
hell copter,Hell Copter,Hell-Copter,hell-copter,matched,high,wikimedia,false,wikipedia-other,https://fr.wikipedia.org/wiki/Hell-Copter
hello kitty roller rescue,Hello Kitty Roller Rescue,Hello Kitty: Roller Rescue,hello-kitty-roller-rescue,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Hello_Kitty%3A_Roller_Rescue
heroes of annihilated empires,Heroes of Annihilated Empires,Heroes of Annihilated Empires,heroes-of-annihilated-empires,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Heroes_of_Annihilated_Empires
heroes of might and magic 5,Heroes of Might and Magic 5,Heroes of Might and Magic V,heroes-of-might-and-magic-v,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Heroes_of_Might_and_Magic_V
heroes of the pacific,Heroes of the Pacific,Heroes of the Pacific,heroes-of-the-pacific,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Heroes_of_the_Pacific
heroesof annihilated empires,Heroesof Annihilated Empires,,,unmatched,low,wikimedia,false,,
heroesof might magicv,Heroesof Might Magicv,,,unmatched,low,wikimedia,false,,
heroesof mightand magic,Heroesof Mightand Magic,,,unmatched,low,wikimedia,false,,
herr der pilze,Herr der Pilze,,,unmatched,low,wikimedia,false,,
hidden dangerous 2,Hidden & Dangerous 2,,,unmatched,low,wikimedia,false,,
highland warriors,Highland Warriors,Highland Warriors,highland-warriors,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Highland_Warriors
himmel und huhn,Himmel und Huhn,,,unmatched,low,wikimedia,false,,
hitman blood moneyv,Hitman Blood Moneyv,,,unmatched,low,wikimedia,false,,
hui buh das schlossgespenstunddie geisterjger,Hui Buh Das Schlossgespenstunddie Geisterjger,,,unmatched,low,wikimedia,false,,
hyper snap,Hyper Snap,,,unmatched,low,wikimedia,false,,
ice age jetzttauts,Ice Age Jetzttauts,,,unmatched,low,wikimedia,false,,
ikk direkt mountainbike challenge08,IKK Direkt Mountainbike Challenge 08,,,unmatched,low,wikimedia,false,,
ikonka na zakladce 1 naboj,ikonka na zakladce 1 naboj,,,unmatched,low,wikimedia,false,,
ikonka na zakladce 1 pistolet,ikonka na zakladce 1 pistolet,,,unmatched,low,wikimedia,false,,
ikonka na zakladce 2 karabin,ikonka na zakladce 2 karabin,,,unmatched,low,wikimedia,false,,
ikonka na zakladce 3 naboj,ikonka na zakladce 3 naboj,,,unmatched,low,wikimedia,false,,
ikonka na zakladce 4 luneta,ikonka na zakladce 4 luneta,,,unmatched,low,wikimedia,false,,
ilsturmovik forgotten battles,ILSturmovik Forgotten Battles,,,unmatched,low,wikimedia,false,,
immortal cities kinder des nils v 1 3 0,Immortal Cities Kinder des Nils v 1 3 0,Immortal Cities: Kinder des Nils,immortal-cities-kinder-des-nils,matched,high,wikimedia,false,wikipedia-de,https://de.wikipedia.org/wiki/Immortal_Cities%3A_Kinder_des_Nils
immortal cities kinderdes nilsv11,Immortal Cities Kinderdes Nilsv11,,,unmatched,low,wikimedia,false,,
imperial glory,Imperial Glory,Imperial Glory,imperial-glory,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Imperial_Glory
imperium romanum,Imperium Romanum,,,ambiguous,low,wikimedia,false,,
imperium romanum kopierschutz,Imperium Romanum Kopierschutz,,,unmatched,low,wikimedia,false,,
imperium romanum v 1,Imperium Romanum v 1,,,ambiguous,low,wikimedia,false,,
imperium romanumv102,Imperium Romanumv102,,,unmatched,low,wikimedia,false,,
in80 tagen um die welt,In 80 Tagen um die Welt,,,ambiguous,low,wikimedia,false,,
incadia,Incadia,,,unmatched,low,wikimedia,false,,
increase stack undr mouse,increase stack undr mouse,,,unmatched,low,wikimedia,false,,
indeo 5,Indeo 5,,,ambiguous,low,wikimedia,false,,
indiana jonesunddas knigreichdes kristallschdels,Indiana Jonesunddas Knigreichdes Kristallschdels,,,unmatched,low,wikimedia,false,,
industrie gigant 2,Industrie Gigant 2,,,unmatched,low,wikimedia,false,,
inv load parent,inv Load parent,,,unmatched,low,wikimedia,false,,
invasion repel and rebuild,Invasion Repel and Rebuild,,,unmatched,low,wikimedia,false,,
iron man,Iron Man,,,ambiguous,low,wikimedia,false,,
iron man v 1,Iron Man v 1,,,ambiguous,low,wikimedia,false,,
iron manv11,Iron Manv11,,,unmatched,low,wikimedia,false,,
izberite jezik za pripravo,Izberite jezik za pripravo,,,unmatched,low,wikimedia,false,,
jack keaneandthe dokktors island,Jack Keaneandthe Dokktors Island,,,unmatched,low,wikimedia,false,,
jacomo s brick mountain,Jacomo's Brick Mountain,,,unmatched,low,wikimedia,false,,
jacomo s castle,Jacomo's Castle,,,unmatched,low,wikimedia,false,,
jade empire,Jade Empire,Jade Empire,jade-empire,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Jade_Empire
jagdfieber,Jagdfieber,,,ambiguous,low,wikimedia,false,,
jagged alliance wildfire,Jagged Alliance Wildfire,,,ambiguous,low,wikimedia,false,,
jeithonas,Jeithonas,,,unmatched,low,wikimedia,false,,
john woo presents stranglehold,John Woo Presents Stranglehold,Stranglehold (video game),stranglehold-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Stranglehold_%28video_game%29
john woos stranglehold,John Woos Stranglehold,,,ambiguous,low,wikimedia,false,,
joint task force,Joint Task Force,,,ambiguous,low,wikimedia,false,,
juiced,Juiced,,,ambiguous,low,wikimedia,false,,
juiced hot import nights,Juiced Hot Import Nights,Juiced 2: Hot Import Nights,juiced-2-hot-import-nights,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Juiced_2%3A_Hot_Import_Nights
juiced v 1 01,Juiced v 1 01,,,ambiguous,low,wikimedia,false,,
jumping jokers,Jumping Jokers,,,unmatched,low,wikimedia,false,,
just cause,Just Cause,,,ambiguous,low,wikimedia,false,,
k racer,K Racer,,,ambiguous,low,wikimedia,false,,
kakuro xxl,Kakuro XXL,,,unmatched,low,wikimedia,false,,
kameo elements of power,Kameo Elements of Power,Kameo,kameo,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Kameo
kao the kangaroo round 2,Kao the Kangaroo Round 2,Kao the Kangaroo: Round 2,kao-the-kangaroo-round-2,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Kao_the_Kangaroo%3A_Round_2
karomatix,Karomatix,,,unmatched,low,wikimedia,false,,
kaufzeit,Kaufzeit,,,unmatched,low,wikimedia,false,,
keepsake,Keepsake,,,ambiguous,low,wikimedia,false,,
keepsake v,Keepsake v,,,unmatched,low,wikimedia,false,,
keepsakev,Keepsakev,,,unmatched,low,wikimedia,false,,
kiki the nanobot,Kiki the Nanobot,Kiki the nano bot,kiki-the-nano-bot,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Kiki_the_nano_bot
kinder des nils v 1,Kinder des Nils v 1,,,ambiguous,low,wikimedia,false,,
king of the road,King of the Road,,,ambiguous,low,wikimedia,false,,
king s bounty the legend,King's Bounty - The Legend,King's Bounty: The Legend,king-s-bounty-the-legend,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/King%27s_Bounty%3A_The_Legend
king s quest 7,King's Quest 7,King's Quest VII,king-s-quest-vii,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/King%27s_Quest_VII
kinofilm,Kinofilm,,,ambiguous,low,wikimedia,false,,
knight,Knight,,,ambiguous,low,wikimedia,false,,
knight rider the,Knight Rider The Game,,,ambiguous,low,wikimedia,false,,
knight shift,Knight Shift,Knight shift,knight-shift,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Knight_shift
knights of honor,Knights of Honor,Knights of Honor (video game),knights-of-honor-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Knights_of_Honor_%28video_game%29
knights of the old republic 2,Knights of the Old Republic 2,Star Wars Knights of the Old Republic II: The Sith Lords,star-wars-knights-of-the-old-republic-ii-the-sith-lords,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Star_Wars_Knights_of_the_Old_Republic_II%3A_The_Sith_Lords
knightshift,Knightshift,,,ambiguous,low,wikimedia,false,,
knightsofthe temple,Knightsofthe Temple,,,unmatched,low,wikimedia,false,,
know how,Know How,,,ambiguous,low,wikimedia,false,,
kochmeister pfanne 2 xs,Kochmeister Pfanne 2 XS,,,unmatched,low,wikimedia,false,,
kompas bots,kompas bots,,,unmatched,low,wikimedia,false,,
kompas busola,kompas busola,,,unmatched,low,wikimedia,false,,
kompas damage,kompas damage,,,unmatched,low,wikimedia,false,,
kransimulator2009,Kransimulator 2009,,,unmatched,low,wikimedia,false,,
kreska 1,kreska 1,,,unmatched,low,wikimedia,false,,
kreska 2,kreska 2,,,unmatched,low,wikimedia,false,,
kreska 3,kreska 3,,,unmatched,low,wikimedia,false,,
kreska 4,kreska 4,,,unmatched,low,wikimedia,false,,
kreska 5,kreska 5,,,unmatched,low,wikimedia,false,,
kreska 6,kreska 6,,,unmatched,low,wikimedia,false,,
kreska 7,kreska 7,,,unmatched,low,wikimedia,false,,
kreska 8,kreska 8,,,unmatched,low,wikimedia,false,,
kreska 9,kreska 9,,,unmatched,low,wikimedia,false,,
kreska na prawym shopie,kreska na prawym shopie,,,unmatched,low,wikimedia,false,,
kreska na srodkowym oknie nizsza,kreska na srodkowym oknie nizsza,,,unmatched,low,wikimedia,false,,
kreska na srodkowym oknie wyzsza,kreska na srodkowym oknie wyzsza,,,unmatched,low,wikimedia,false,,
kreska10,kreska 10,,,unmatched,low,wikimedia,false,,
kreska11,kreska 11,,,unmatched,low,wikimedia,false,,
kult heretic kingdoms,Kult Heretic Kingdoms,Kult: Heretic Kingdoms,kult-heretic-kingdoms,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Kult%3A_Heretic_Kingdoms
kult heretic kingdoms v 1,Kult Heretic Kingdoms v 1,Kult: Heretic Kingdoms,kult-heretic-kingdoms,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Kult%3A_Heretic_Kingdoms
kumoon,Kumoon,Kumoon,kumoon,matched,high,wikimedia,false,wikipedia-other,https://fi.wikipedia.org/wiki/Kumoon
lanoire,LANoire,,,ambiguous,low,wikimedia,false,,
largo winch,Largo Winch,,,ambiguous,low,wikimedia,false,,
larry cannibal attack,Larry Cannibal Attack,,,unmatched,low,wikimedia,false,,
larry cannibal crush,Larry Cannibal Crush,,,unmatched,low,wikimedia,false,,
larry jungle smash,Larry Jungle Smash,,,unmatched,low,wikimedia,false,,
larry s grand slam tennis,Larry's Grand Slam Tennis,,,unmatched,low,wikimedia,false,,
larry super eggomania,Larry Super Eggomania,,,unmatched,low,wikimedia,false,,
last chaos,Last Chaos,Last Chaos,last-chaos,matched,high,wikimedia,false,wikipedia-other,https://fi.wikipedia.org/wiki/Last_Chaos
lcd panel 1,LCD panel 1,,,unmatched,low,wikimedia,false,,
lcd ramka lewa,LCD ramka lewa,,,unmatched,low,wikimedia,false,,
lcd ramka prawa,LCD ramka prawa,,,unmatched,low,wikimedia,false,,
left arrow,LEFT ARROW,,,unmatched,low,wikimedia,false,,
legacy of kain defiance,Legacy of Kain Defiance,Legacy of Kain: Defiance,legacy-of-kain-defiance,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Legacy_of_Kain%3A_Defiance
legacy of kain soul reaver,Legacy of Kain Soul Reaver,,,ambiguous,low,wikimedia,false,,
legend handof godv102,Legend Handof Godv102,,,unmatched,low,wikimedia,false,,
lego batman,Lego Batman,,,ambiguous,low,wikimedia,false,,
lego indiana jones die legend ren abenteuer,Lego Indiana Jones Die legendären Abenteuer,Lego Indiana Jones: Die legendären Abenteuer,lego-indiana-jones-die-legendaren-abenteuer,matched,high,wikimedia,false,wikipedia-de,https://de.wikipedia.org/wiki/Lego_Indiana_Jones%3A_Die_legend%C3%A4ren_Abenteuer
lego star wars,Lego Star Wars,,,ambiguous,low,wikimedia,false,,
lego star wars dieklassische trilogie,Lego Star Wars Dieklassische Trilogie,,,unmatched,low,wikimedia,false,,
leisure suit larry,Leisure Suit Larry,Leisure Suit Larry,leisure-suit-larry,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Leisure_Suit_Larry
lemony snicket,Lemony Snicket,Lemony Snicket's A Series of Unfortunate Events (video game),lemony-snicket-s-a-series-of-unfortunate-events-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Lemony_Snicket%27s_A_Series_of_Unfortunate_Events_%28video_game%29
level r,Level R,,,ambiguous,low,wikimedia,false,,
light digit,light digit,,,unmatched,low,wikimedia,false,,
lineage oathof blood chronicle,Lineage Oathof Blood Chronicle,,,unmatched,low,wikimedia,false,,
linseneffekte,Linseneffekte,,,unmatched,low,wikimedia,false,,
live for speed,Live for Speed,,,ambiguous,low,wikimedia,false,,
loco mania,Loco Mania,,,ambiguous,low,wikimedia,false,,
loesung,Loesung,,,unmatched,low,wikimedia,false,,
loesungsbuecher,Loesungsbuecher,,,unmatched,low,wikimedia,false,,
logistik master,Logistik Master,,,unmatched,low,wikimedia,false,,
loki v 1 0 8,Loki v 1 0 8,Loki (video game),loki-video-game,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Loki_%28video_game%29
lokiv1082,Lokiv1082,,,unmatched,low,wikimedia,false,,
london racer,London Racer,,,ambiguous,low,wikimedia,false,,
lost empire immortals,Lost Empire Immortals,,,ambiguous,low,wikimedia,false,,
lost magic,Lost Magic,LostMagic,lostmagic,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/LostMagic
lost planet,Lost Planet,Lost Planet,lost-planet,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Lost_Planet
lucky luke go west,Lucky Luke Go West,,,ambiguous,low,wikimedia,false,,
lumines,Lumines,,,ambiguous,low,wikimedia,false,,
mad tracks,Mad Tracks,Mad Tracks,mad-tracks,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Mad_Tracks
madagascar 2,Madagascar 2,,,ambiguous,low,wikimedia,false,,
mapauswahl,Mapauswahl,,,unmatched,low,wikimedia,false,,
mapzeit,Mapzeit,,,unmatched,low,wikimedia,false,,
marine park empire,Marine Park Empire,Sea Life Park Empire,sea-life-park-empire,matched,high,wikimedia,false,wikipedia-other,https://fr.wikipedia.org/wiki/Sea_Life_Park_Empire
mario power tennis,Mario Power Tennis,Mario Power Tennis,mario-power-tennis,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Mario_Power_Tennis
marvel ultimate alliance,Marvel Ultimate Alliance,,,ambiguous,low,wikimedia,false,,
mashed,Mashed,,,ambiguous,low,wikimedia,false,,
maximale anzahl der npcs,Maximale Anzahl der NPCs,,,unmatched,low,wikimedia,false,,
mc afee avert stinger,Mc Afee Avert Stinger,,,unmatched,low,wikimedia,false,,
mc afee rootkit detective,Mc Afee Rootkit Detective,,,unmatched,low,wikimedia,false,,
mdk,MDK,MDK,mdk,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/MDK
medalof honor airbornev13,Medalof Honor Airbornev13,,,unmatched,low,wikimedia,false,,
medieval lords,Medieval Lords,Medieval Lords,medieval-lords,matched,high,wikimedia,false,wikipedia-other,https://it.wikipedia.org/wiki/Medieval_Lords
medieval total war,Medieval Total War,Medieval: Total War,medieval-total-war,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Medieval%3A_Total_War
meistertrainer,Meistertrainer,,,ambiguous,low,wikimedia,false,,
mercedes clc dream test drive,Mercedes CLC Dream - Test Drive,Mercedes CLC Dream Test Drive,mercedes-clc-dream-test-drive,matched,high,wikimedia,false,wikipedia-other,https://es.wikipedia.org/wiki/Mercedes_CLC_Dream_Test_Drive
metal gear solid 4,Metal Gear Solid 4,,,ambiguous,low,wikimedia,false,,
metal gear solid guns of the patriots,Metal Gear Solid Guns of the Patriots,,,ambiguous,low,wikimedia,false,,
metal gear solid gunsofthe patriots,Metal Gear Solid Gunsofthe Patriots,,,unmatched,low,wikimedia,false,,
metin,Metin,Metin,metin,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Metin
metroid prime 2 echoes,Metroid Prime 2 Echoes,Metroid Prime 2: Echoes,metroid-prime-2-echoes,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Metroid_Prime_2%3A_Echoes
michael schumacher world tour kart,Michael Schumacher World Tour Kart,,,ambiguous,low,wikimedia,false,,
micro machines v,Micro Machines V,,,ambiguous,low,wikimedia,false,,
microsoft combat flight simulator,Microsoft Combat Flight Simulator,,,ambiguous,low,wikimedia,false,,
microsoft flight simulator x,Microsoft Flight Simulator X,Microsoft Flight Simulator X,microsoft-flight-simulator-x,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Microsoft_Flight_Simulator_X
microsoft flight simulator98,Microsoft Flight Simulator 98,Microsoft Flight Simulator 98,microsoft-flight-simulator-98,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Microsoft_Flight_Simulator_98
midnight club 3,Midnight Club 3,Midnight Club 3: Dub Edition,midnight-club-3-dub-edition,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Midnight_Club_3%3A_Dub_Edition
midnight club 3 dub,Midnight Club 3 Dub Edition,Midnight Club 3: Dub Edition,midnight-club-3-dub-edition,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Midnight_Club_3%3A_Dub_Edition
midnight nowhere,Midnight Nowhere,Чёрный Оазис,,matched,high,wikimedia,false,wikipedia-other,https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_%D0%9E%D0%B0%D0%B7%D0%B8%D1%81
mighty jack hammer,Mighty Jack Hammer,,,unmatched,low,wikimedia,false,,
mini golf shot,Mini Golf Shot,,,unmatched,low,wikimedia,false,,
minus details,minus Details,,,unmatched,low,wikimedia,false,,
minus gewehre,minus GEWEHRE,,,unmatched,low,wikimedia,false,,
minus kampf,minus KAMPF,,,unmatched,low,wikimedia,false,,
minus kraft,minus KRAFT,,,unmatched,low,wikimedia,false,,
minus machinenpistolen,minus MACHINENPISTOLEN,,,unmatched,low,wikimedia,false,,
minus nahkampf,minus NAHKAMPF,,,unmatched,low,wikimedia,false,,
minus pistolen,minus PISTOLEN,,,unmatched,low,wikimedia,false,,
minus schottflinten,minus SCHOTTFLINTEN,,,unmatched,low,wikimedia,false,,
minus schwierigkeitsgrad,minus Schwierigkeitsgrad,,,unmatched,low,wikimedia,false,,
minus tarnung,minus TARNUNG,,,unmatched,low,wikimedia,false,,
minus technik,minus TECHNIK,,,unmatched,low,wikimedia,false,,
mobility 1,Mobility 1,,,unmatched,low,wikimedia,false,,
monsterz,Monsterz,Monsterz,monsterz,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Monsterz
moorhuhn action im anflug,Moorhuhn Action Im Anflug,,,unmatched,low,wikimedia,false,,
moorhuhn atlantis,Moorhuhn Atlantis,,,unmatched,low,wikimedia,false,,
moorhuhn invasion,Moorhuhn Invasion,,,ambiguous,low,wikimedia,false,,
moorhuhn piraten,Moorhuhn Piraten,Q119845474,q119845474,matched,high,wikimedia,false,wikidata,https://www.wikidata.org/wiki/Q119845474
moorhuhn schatzjaeger,Moorhuhn Schatzjaeger,,,unmatched,low,wikimedia,false,,
moorhuhn soccer,Moorhuhn Soccer,,,unmatched,low,wikimedia,false,,
moorhuhn wanted,Moorhuhn Wanted,Crazy Chicken,crazy-chicken,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Crazy_Chicken
moorhuhn wanted xs,Moorhuhn Wanted XS,,,unmatched,low,wikimedia,false,,
moto gp,Moto GP,,,ambiguous,low,wikimedia,false,,
moto gp urt 3,Moto GP URT 3,,,unmatched,low,wikimedia,false,,
moto gp08,Moto GP 08,,,ambiguous,low,wikimedia,false,,
mswtk2004,MSWTK 2004,,,unmatched,low,wikimedia,false,,
mtx mototrax,MTX Mototrax,MTX Mototrax,mtx-mototrax,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/MTX_Mototrax
muzzle,Muzzle,,,ambiguous,low,wikimedia,false,,
my gamers cam,My Gamers Cam,,,unmatched,low,wikimedia,false,,
myst 5 end of ages,Myst 5 End of Ages,,,ambiguous,low,wikimedia,false,,
myst exile,Myst Exile,Exile,exile,matched,high,wikimedia,false,wikipedia-de,https://de.wikipedia.org/wiki/Exile
mysterious void,mysterious void,,,unmatched,low,wikimedia,false,,
mystery island,Mystery Island,,,ambiguous,low,wikimedia,false,,
na ziemie,na ziemie,,,unmatched,low,wikimedia,false,,
napoleon,Napoleon,,,ambiguous,low,wikimedia,false,,
navy field,Navy Field,,,ambiguous,low,wikimedia,false,,
need for speed carbon v 1,Need for Speed Carbon v 1,Need for Speed: Carbon,need-for-speed-carbon,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Need_for_Speed%3A_Carbon
need for speed most wanted,Need for Speed Most Wanted,,,ambiguous,low,wikimedia,false,,
need for speed most wanted v,Need for Speed Most Wanted v,,,ambiguous,low,wikimedia,false,,
need for speed pro street,Need for Speed Pro Street,Need for Speed: ProStreet,need-for-speed-prostreet,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Need_for_Speed%3A_ProStreet
needfor speed carbon,Needfor Speed Carbon,,,unmatched,low,wikimedia,false,,
needfor speed carbonv14,Needfor Speed Carbonv14,,,unmatched,low,wikimedia,false,,
needfor speed pro street,Needfor Speed Pro Street,,,unmatched,low,wikimedia,false,,
neocron 2 evolution v,Neocron 2 Evolution v,,,unmatched,low,wikimedia,false,,
neocron arcade,Neocron Arcade,,,unmatched,low,wikimedia,false,,
neosteam,Neosteam,,,unmatched,low,wikimedia,false,,
nero 6 reloaded,Nero 6 Reloaded (Demo),,,unmatched,low,wikimedia,false,,
net framework 1,NET Framework 1,,,ambiguous,low,wikimedia,false,,
net framework 2,NET Framework 2,,,ambiguous,low,wikimedia,false,,
net quartett,Net Quartett,,,unmatched,low,wikimedia,false,,
netframework,NETFramework,,,unmatched,low,wikimedia,false,,
netframework20,NETFramework20,,,unmatched,low,wikimedia,false,,
neues spiel,NEUES SPIEL,,,ambiguous,low,wikimedia,false,,
neuro hunter,Neuro Hunter,Neuro Hunter,neuro-hunter,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Neuro_Hunter
neverwinter nights v 1,Neverwinter Nights v 1,,,ambiguous,low,wikimedia,false,,
neverwinter nightsv,Neverwinter Nightsv,,,unmatched,low,wikimedia,false,,
nexus the jupiter incident,Nexus The Jupiter Incident,Nexus: The Jupiter Incident,nexus-the-jupiter-incident,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Nexus%3A_The_Jupiter_Incident
nfs underground 2,NFS Underground 2,,,unmatched,low,wikimedia,false,,
nfs underground 2v 1,NFS Underground 2 v 1,,,unmatched,low,wikimedia,false,,
nhl08 vista,NHL08 Vista,,,unmatched,low,wikimedia,false,,
