normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
take all,TAKE ALL,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=TAKE+ALL&language=en&type=item&limit=7&format=json: HTTP Error 429: Too many requests (f061ab2),
take command second manassasv,Take Command Second Manassasv,unmatched,low,no confident Wikimedia match,
taleofa hero,Taleofa Hero,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Taleofa+Hero&srlimit=5&format=json: HTTP Error 429: Too many requests (f061ab2),
taxi 3 extreme rush,Taxi 3 Extreme Rush,unmatched,low,no confident Wikimedia match,
taxi raser,Taxi Raser,unmatched,low,no confident Wikimedia match,
tcp optimizer,tcp optimizer,unmatched,low,no confident Wikimedia match,
team hawaii eifel run,Team Hawaii Eifel Run,unmatched,low,no confident Wikimedia match,
team speak 2,Team Speak 2,unmatched,low,no confident Wikimedia match,
team speak2,Team Speak2,unmatched,low,no confident Wikimedia match,
teamauswahl,Teamauswahl,unmatched,low,no confident Wikimedia match,
tell das spielzum film,Tell Das Spielzum Film,unmatched,low,no confident Wikimedia match,
test nowego buttona styl 2,test nowego buttona styl 2,unmatched,low,no confident Wikimedia match,
testabellen,Testabellen,unmatched,low,no confident Wikimedia match,
the elder scrolls oblivionv,The Elder Scrolls Oblivionv,unmatched,low,no confident Wikimedia match,
the elder scrolls3 morrowind gameofthe year,The Elder Scrolls3 Morrowind Gameofthe Year Edition,unmatched,low,no confident Wikimedia match,
the fall last daysof gaiav,The Fall Last Daysof Gaiav,unmatched,low,no confident Wikimedia match,
the italian job,The Italian Job,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=The+Italian+Job&language=en&type=item&limit=7&format=json: HTTP Error 429: Too many requests (f061ab2),
the momentof silence,The Momentof Silence,unmatched,low,no confident Wikimedia match,
the movies v,The Movies v,unmatched,low,no confident Wikimedia match,
the sagaof ryzom,The Sagaof Ryzom,unmatched,low,no confident Wikimedia match,
theseus returnofthe hero,Theseus Returnofthe Hero,unmatched,low,no confident Wikimedia match,
thirsty punk,Thirsty Punk,unmatched,low,no confident Wikimedia match,
tiger woods pga tour2005,Tiger Woods PGA Tour 2005,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q7801512%7CQ133097307&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too many requests (f061ab2),
timanfaya verschollen in den feuerbergen,Timanfaya Verschollen in den Feuerbergen,unmatched,low,no confident Wikimedia match,
timanfaya verscholleninden feuerbergen,Timanfaya Verscholleninden Feuerbergen,unmatched,low,no confident Wikimedia match,
time shift v 1,Time Shift v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Time+Shift+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too many requests (f061ab2),
time shiftv12,Time Shiftv12,unmatched,low,no confident Wikimedia match,
tips einblenden,Tips einblenden,unmatched,low,no confident Wikimedia match,
tischfuball,Tischfuball,unmatched,low,no confident Wikimedia match,
titan questv,Titan Questv,unmatched,low,no confident Wikimedia match,
tom clancys ghost recon advanced warfighterv,Tom Clancys Ghost Recon Advanced Warfighterv,unmatched,low,no confident Wikimedia match,
tom clancys rainbow six vegas,Tom Clancys Rainbow Six Vegas,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancys+Rainbow+Six+Vegas&language=en&type=item&limit=7&format=json: HTTP Error 429: Too many requests (f061ab2),
tomb raider legend spieltricks,Tomb Raider Legend Spieltricks,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Tomb+Raider+Legend+Spieltricks&srlimit=5&format=json: HTTP Error 429: Too many requests (f061ab2),
tomb raider legendv,Tomb Raider Legendv,unmatched,low,no confident Wikimedia match,
tooltip handler for armor,tooltip handler for : ARMOR,unmatched,low,no confident Wikimedia match,
tooltip handler for health,tooltip handler for : HEALTH,unmatched,low,no confident Wikimedia match,
tooltip handler for lightlevel,tooltip handler for : LIGHTLEVEL,unmatched,low,no confident Wikimedia match,
tooltip handler for soundlevel,tooltip handler for : SOUNDLEVEL,unmatched,low,no confident Wikimedia match,
tooltip handler for stamina,tooltip handler for : STAMINA,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=tooltip+handler+for+%3A+STAMINA&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
top spin,Top Spin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q1861162%7CQ1276932%7CQ673220%7CQ108371631%7CQ20635105%7CQ2734059%7CQ27957950&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
topdemos,Topdemos,unmatched,low,no confident Wikimedia match,
torus trooper,Torus Trooper,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q3532570&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
trackmania orig ext ver,Trackmania Orig Ext Ver,unmatched,low,no confident Wikimedia match,
trackmania sunrise ex upgr,Trackmania Sunrise Ex Upgr,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Trackmania+Sunrise+Ex+Upgr&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
trackmaniav150152,Trackmaniav150152,unmatched,low,no confident Wikimedia match,
transaction value,transaction value,unmatched,low,no confident Wikimedia match,
treasure islandv1002,Treasure Islandv1002,unmatched,low,no confident Wikimedia match,
tube twist,Tube Twist,unmatched,low,no confident Wikimedia match,
turbo strau,Turbo Strauß,unmatched,low,no confident Wikimedia match,
tweak vi,Tweak VI,unmatched,low,no confident Wikimedia match,
tycoon city new yorkv,Tycoon City New Yorkv,unmatched,low,no confident Wikimedia match,
uefa championsleague,UEFA Championsleague,unmatched,low,no confident Wikimedia match,
uefaeuro,UEFAEuro,unmatched,low,no confident Wikimedia match,
uli stein 3d mahjongg,Uli Stein 3 D Mahjongg,unmatched,low,no confident Wikimedia match,
uli stein steinschlag,Uli Stein Steinschlag,unmatched,low,no confident Wikimedia match,
undercover operation wstensonne,Undercover Operation Wstensonne,unmatched,low,no confident Wikimedia match,
universeat war angriffsziel erde,Universeat War Angriffsziel Erde,unmatched,low,no confident Wikimedia match,
unreal tourn2004v,Unreal Tourn 2004 v,unmatched,low,no confident Wikimedia match,
unreal tournament3v12,Unreal Tournament3v12,unmatched,low,no confident Wikimedia match,
urlaubsraser,Urlaubsraser,unmatched,low,no confident Wikimedia match,
valitse asennuskieli,Valitse asennuskieli,unmatched,low,no confident Wikimedia match,
vampirjagd,Vampirjagd,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q99743474%7CQ134474252&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too many requests (f061ab2),
velaya geschichte einer kriegerin 1,Velaya - Geschichte einer Kriegerin 1,unmatched,low,no confident Wikimedia match,
videotippszu anno,Videotippszu Anno,unmatched,low,no confident Wikimedia match,
vista boot pro 3 3,Vista Boot PRO 3 3,unmatched,low,no confident Wikimedia match,
vista boot pro330,Vista Boot PRO330,unmatched,low,no confident Wikimedia match,
vista tuning,Vista Tuning,unmatched,low,no confident Wikimedia match,
vogelpiraten,Vogelpiraten,unmatched,low,no confident Wikimedia match,
vyberte jazyk,Vyberte jazyk,unmatched,low,no confident Wikimedia match,
vyrox,Vyrox,unmatched,low,no confident Wikimedia match,
waldmeister sause edelwei,Waldmeister Sause Edelweiß,unmatched,low,no confident Wikimedia match,
wall eder letzterumtdie erdeauf,Wall EDer Letzterumtdie Erdeauf,unmatched,low,no confident Wikimedia match,
wallace gromit,Wallace Gromit,unmatched,low,no confident Wikimedia match,
war leaders clashof nationsv101,War Leaders Clashof Nationsv101,unmatched,low,no confident Wikimedia match,
war world tactical combat,War World Tactical Combat,unmatched,low,no confident Wikimedia match,
warcraft the frozen thronev121b,Warcraft The Frozen Thronev121b,unmatched,low,no confident Wikimedia match,
warcraft3 reignof chaosv121b,Warcraft3 Reignof Chaosv121b,unmatched,low,no confident Wikimedia match,
warhammer dawnof war dark crusade,Warhammer Dawnof War Dark Crusade,unmatched,low,no confident Wikimedia match,
warhammer dawnof war soulstorm,Warhammer Dawnof War Soulstorm,unmatched,low,no confident Wikimedia match,
warhammer markof chaos,Warhammer Markof Chaos,unmatched,low,no confident Wikimedia match,
warhammer online ageof reckoning,Warhammer Online Ageof Reckoning,unmatched,low,no confident Wikimedia match,
warhammer winter assault,Warhammer Winter Assault,unmatched,low,no confident Wikimedia match,
warhammer40000 dawnof war2,Warhammer40000 Dawnof War2,unmatched,low,no confident Wikimedia match,
waron terror lsungsbuch,Waron Terror Lsungsbuch,unmatched,low,no confident Wikimedia match,
wchterder nacht,Wchterder Nacht,unmatched,low,no confident Wikimedia match,
weapon jammed,weapon jammed,unmatched,low,no confident Wikimedia match,
weapon name,weapon name,unmatched,low,no confident Wikimedia match,
weapon status digit,weapon status digit,unmatched,low,no confident Wikimedia match,
weapon unuseable,weapon unuseable,unmatched,low,no confident Wikimedia match,
webdesmart surfer,WEBDESmart Surfer,unmatched,low,no confident Wikimedia match,
werner flitzkacke alarm,Werner Flitzkacke Alarm,unmatched,low,no confident Wikimedia match,
wespenjagd 2,Wespenjagd 2,unmatched,low,no confident Wikimedia match,
wettendass das dvdspiel,Wettendass Das DVDSpiel,unmatched,low,no confident Wikimedia match,
wickie ylvi ist entf hrt,Wickie Ylvi ist entführt,unmatched,low,no confident Wikimedia match,
wikingerhelden,Wikingerhelden,unmatched,low,no confident Wikimedia match,
wild life park 2,Wild Life Park 2,unmatched,low,no confident Wikimedia match,
winpatrol2007,Winpatrol2007,unmatched,low,no confident Wikimedia match,
winterschlachtinden ardennen,Winterschlachtinden Ardennen,unmatched,low,no confident Wikimedia match,
world challenge,World Challenge,unmatched,low,matched a golf tournament instead of a software title,
world champion billard featuring gustavo zito,World Champion Billard Featuring Gustavo Zito,unmatched,low,no confident Wikimedia match,
world conflict,World Conflict,unmatched,low,no confident Wikimedia match,
world of warcraft,World of Warcraft,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q131007%7CQ719643%7CQ16616373%7CQ896970%7CQ108371733%7CQ79025929%7CQ78891328&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
world poker championship 2 final table showdown,World Poker Championship 2 Final Table Showdown,unmatched,low,no confident Wikimedia match,
world poker championship2 final table showdown,World Poker Championship2 Final Table Showdown,unmatched,low,no confident Wikimedia match,
world racing,World Racing,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=World+Racing&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
world war 2 pacific heroes,World War 2 Pacific Heroes,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=World+War+2+Pacific+Heroes&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
world war pacific heroes,World War Pacific Heroes,unmatched,low,no confident Wikimedia match,
worldin conflict,Worldin Conflict,unmatched,low,no confident Wikimedia match,
worldin conflict mod kit,Worldin Conflict Mod Kit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Worldin+Conflict+Mod+Kit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
worldin conflictv1006,Worldin Conflictv1006,unmatched,low,no confident Wikimedia match,
worldin conflictv1009,Worldin Conflictv1009,unmatched,low,no confident Wikimedia match,
worldof qin collectors,Worldof Qin Collectors Edition,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Worldof+Qin+Collectors+Edition&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
worldof warcraftv,Worldof Warcraftv,unmatched,low,no confident Wikimedia match,
worms forts unter belager,Worms Forts Unter Belager,unmatched,low,request failed for https://de.wikipedia.org/w/api.php?action=query&list=search&srsearch=Worms+Forts+Unter+Belager&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
wuchtel mit der zauberfuchtel,Wuchtel mit der Zauberfuchtel,unmatched,low,no confident Wikimedia match,
x mas hockey,X Mas Hockey,unmatched,low,no confident Wikimedia match,
x2 die rueckkehr,X2 Die Rueckkehr,unmatched,low,no confident Wikimedia match,
x3 reunion,X3 Reunion,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=X3+Reunion&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
xfire,Xfire,unmatched,low,matched a disambiguation page,
xmen the official,XMen The Official Game,unmatched,low,no confident Wikimedia match,
xreunion,XReunion,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=XReunion&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
xreunionv,XReunionv,unmatched,low,no confident Wikimedia match,
xski alpin2005,XSki Alpin2005,unmatched,low,no confident Wikimedia match,
yapala guatemala,"Yapala, Guatemala",unmatched,low,no confident Wikimedia match,
yeti sports classic,Yeti Sports Classic,unmatched,low,no confident Wikimedia match,
yeti sports deluxe,Yeti Sports Deluxe,unmatched,low,no confident Wikimedia match,
z dbackup,Z DBackup,unmatched,low,no confident Wikimedia match,
zoo empire cbsversionv,Zoo Empire CBSVersionv,unmatched,low,no confident Wikimedia match,
zoo empire tier memory,Zoo Empire Tier Memory,unmatched,low,no confident Wikimedia match,
zoo empirev,Zoo Empirev,unmatched,low,request failed for https://en.wikipedia.org/w/api.php?action=query&list=search&srsearch=Zoo+Empirev&srlimit=5&format=json: HTTP Error 429: Too Many Requests,
zoo tycoon 2 en species,Zoo Tycoon 2 En Species,unmatched,low,no confident Wikimedia match,
zosso bowling,Zosso Bowling,unmatched,low,no confident Wikimedia match,
zweistein,Zweistein,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Zweistein&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
zwlfzehn,Zwlfzehn,unmatched,low,no confident Wikimedia match,
